Date,Time,Match,Stars,Odds,HTHG,HTAG,FTHG,FTAG
30/11/2020,20:00,"Brasil de Pelotas - Operario
",,2.75,0,0,0,0
30/11/2020,22:15,"CA Cerro - Rentistas
",,3.08,0,0,0,2
01/12/2020,17:00,"H. Akko - Hapoel Jerusalem
",,2.56,0,2,0,5
01/12/2020,19:45,"Birmingham - Barnsley
",,3.07,0,0,1,2
01/12/2020,22:15,"Nautico - Guarani
",,3.1,1,0,2,0
02/12/2020,00:30,"Parana - Vitoria
",,2.74,0,1,1,4
02/12/2020,12:40,"Mes Rafsanjan - Tractor
",,2.46,0,0,0,1
02/12/2020,15:15,"AEL Larissa - Aris
",,2.95,0,1,0,3
02/12/2020,17:00,"Las Rozas - Llagostera
",,2.87,0,0,0,0
02/12/2020,20:30,"Lugo - Las Palmas
",,2.84,1,1,1,1
03/12/2020,01:00,"Envigado - Ind. Medellin
",,3.05,0,3,0,3
03/12/2020,18:00,"Almeria - Mallorca
",,2.96,0,0,0,1
03/12/2020,21:00,"Valdivia - San Marcos de Arica
",,3,1,0,2,1
04/12/2020,00:30,"Operario - Avai
",,3.01,0,0,1,1
04/12/2020,13:00,"Hapoel Afula - Hapoel Iksal Imad
",,3.1,2,0,4,0
04/12/2020,15:00,"Oran - JS Kabylie
",,2.79,0,0,0,0
04/12/2020,17:00,"Sete - Creteil
",,2.92,0,0,0,0
04/12/2020,18:30,"Maghreb Fez - FAR Rabat
",,2.91,1,0,2,1
04/12/2020,20:30,"Desamparados - Cipolletti
",,2.98,1,0,1,1
05/12/2020,13:00,"Levante - Getafe
",,3.06,2,0,3,0
05/12/2020,15:30,Valencia B - Levante B,,2.6,3,0,5,0
05/12/2020,17:30,"Laredo - Ath Bilbao B
",,2.85,1,2,2,2
05/12/2020,20:00,"Progreso - Liverpool M.
",,3.15,0,1,1,2
06/12/2020,01:00,"La Equidad - Santa Fe
",,2.94,0,1,1,1
06/12/2020,11:00,"Betis B - Sevilla FC B
",,2.92,2,0,3,0
06/12/2020,14:00,"Reggiana - Monza
",,3.77,0,0,3,0
06/12/2020,16:00,"Llagostera - Barcelona B
",,2.85,0,0,1,0
06/12/2020,18:30,"FUS Rabat - Raja Casablanca
",,2.61,2,1,3,3
06/12/2020,20:10,"Guillermo Brown - CA Mitre
",,2.83,2,0,4,2
06/12/2020,22:10,"Independiente - Defensa y Justicia
",,3.29,1,0,1,0
07/12/2020,17:00,"Ramat Hasharon - Hap. Ramat Gan
",,2.5,2,0,3,0
07/12/2020,20:00,"Pordenone - Empoli
",,3.41,0,0,0,0
07/12/2020,23:00,"Bogota - Valledupar
",,3.11,1,0,1,2
08/12/2020,14:00,"Cremonese - Brescia
",,3.31,1,1,2,2
08/12/2020,16:30,"L Hospitalet - Olot
",,2.96,2,0,3,1
08/12/2020,20:00,"Barcelona - Juventus
",,4,0,2,0,3
08/12/2020,22:15,"Botafogo SP - Ponte Preta
",,3.06,1,0,2,1
09/12/2020,00:30,"CRB - Cruzeiro
",,3.05,0,0,0,0
09/12/2020,14:00,"Fano - Legnago Salus
",,2.82,0,0,1,0
09/12/2020,16:30,"Youssoufia Berrechid - Hassania Agadir
",,2.63,0,0,0,0
09/12/2020,22:15,"Parana - Figueirense
",,2.82,0,0,0,2
10/12/2020,00:40,"Envigado - Pereira
",,3.07,0,0,0,1
10/12/2020,10:30,"Umraniyespor - Boluspor
",,3.13,0,0,0,2
10/12/2020,18:00,"Girona - Logrones
",,3.37,0,0,2,0
10/12/2020,22:15,"Lanus (Arg) - Independiente (Arg)
",,3.12,0,0,0,0
11/12/2020,00:30,"Nautico - Brasil de Pelotas
",,3.08,1,0,1,0
11/12/2020,13:00,"H. Akko - M. Nazareth
",,2.85,1,0,1,0
11/12/2020,18:30,"Renaissance Zemamra - FAR Rabat
",,2.83,0,0,0,2
11/12/2020,20:00,"Valladolid - Osasuna
",,3.09,1,2,3,2
12/12/2020,00:30,"Vitoria - Cruzeiro
",,3.01,0,1,0,1
12/12/2020,14:00,"Valencia - Ath Bilbao
",,3.25,1,0,2,2
12/12/2020,16:00,"Pescara - L.R. Vicenza
",,3.16,1,2,2,3
12/12/2020,18:30,"Huesca - Alaves
",,3.39,0,0,1,0
12/12/2020,21:10,"Newells Old Boys - Estudiantes L.P.
",,3.04,1,0,1,0
13/12/2020,01:30,"Santa Fe - La Equidad
",,3.36,1,0,2,1
13/12/2020,16:00,"El Masry - El Ismaily
",,2.88,0,0,0,0
13/12/2020,18:30,"Elche - Granada CF
",,3.18,0,1,0,1
13/12/2020,21:10,"Comunicaciones - Acassuso
",,2.64,0,0,0,0
14/12/2020,02:00,Junior - America De Cali,,2.96,0,2,1,2
14/12/2020,18:30,"Asteras Tripolis - Atromitos
",,2.83,1,0,2,0
14/12/2020,21:00,"Reggina - Venezia
",,3.16,1,0,1,2
15/12/2020,00:00,"Operario - Ponte Preta
",,2.88,1,0,1,0
15/12/2020,15:00,"Mlila - CR Belouizdad
",,2.81,0,0,0,0
15/12/2020,18:30,"Eintracht Frankfurt - B. Monchengladbach
",,3.85,3,1,3,3
15/12/2020,21:00,"Ascoli - Cosenza
",,3.18,0,1,0,3
16/12/2020,01:30,"Vitoria - Juventude
",,3.16,1,0,1,0
16/12/2020,11:00,"Tochigi - Chiba
",,3.22,0,0,1,0
16/12/2020,13:30,"Aswan SC - El Gaish
",,2.76,0,0,2,1
16/12/2020,15:00,"Legnago Salus - Imolese
",,3.09,1,0,2,1
16/12/2020,16:30,"Amazulu - Golden Arrows
",,2.73,0,1,0,2
16/12/2020,18:30,"Wadi Degla - Arab Contractors
",,2.84,1,1,2,1
16/12/2020,20:45,"Parma - Cagliari
",,3.57,0,0,0,0
16/12/2020,23:15,"Santos (Bra) - Gremio (Bra)
",,3.3,2,0,4,1
17/12/2020,13:30,"El Gouna - El Masry
",,2.95,0,0,1,1
17/12/2020,16:00,"El Ismaily - El-Entag El-Harby
",,2.84,2,1,3,3
17/12/2020,20:30,"Aue - Karlsruher
",,3.44,2,0,4,1
18/12/2020,12:45,"Naft M.I.S - Foolad
",,2.46,0,0,1,0
18/12/2020,15:00,"North East Utd - Jamshedpur
",,2.91,0,0,0,1
18/12/2020,18:30,"Sporting Club Lyon - Le Mans
",,2.86,0,1,1,3
18/12/2020,20:00,"Chambly - Guingamp
",,3.14,1,0,3,0
19/12/2020,14:30,"Biskra - Paradou
",,2.62,0,0,1,1
19/12/2020,16:00,"Sabadell - Castellon
",,2.93,0,1,1,1
19/12/2020,18:00,"Venezia - Spal
",,3.14,0,0,0,0
19/12/2020,21:10,"All Boys - Quilmes
",,2.84,0,0,0,0
19/12/2020,23:00,"Confianca - Ponte Preta
",,2.95,1,1,1,2
20/12/2020,01:00,"Internacional - Palmeiras
",,2.86,1,0,2,0
20/12/2020,12:00,"Sertanense - Marinhense
",,2.95,1,0,2,1
20/12/2020,13:30,"Nurnberg - Aue
",,3.6,1,0,1,0
20/12/2020,15:30,"FAR Rabat - FUS Rabat
",,2.64,0,0,0,0
20/12/2020,17:00,"Arenas Club - Racing Santander
",,2.9,1,0,1,1
20/12/2020,18:30,"Cadiz CF - Getafe
",,2.87,0,1,0,2
20/12/2020,21:10,"Guillermo Brown - Belgrano
",,2.76,0,1,0,1
21/12/2020,13:30,"National Bank Egypt - El-Entag El-Harby
",,2.76,0,0,3,0
21/12/2020,16:00,"El Gouna - El Ismaily
",,2.66,0,1,2,1
21/12/2020,18:00,"H. Raanana - H. Akko
",,3.21,0,1,0,1
21/12/2020,21:30,"Tenerife - Girona
",,2.99,2,0,2,0
21/12/2020,23:20,"Central Cordoba - Velez Sarsfield
",,3.13,0,1,0,2
22/12/2020,17:30,"Elche - Osasuna
",,3.06,0,1,2,2
22/12/2020,19:00,"Pordenone - Cremonese
",,3.14,0,0,1,2
22/12/2020,22:00,"Magallanes - Cobreloa
",,3.01,1,1,1,1
23/12/2020,01:30,"Ponte Preta - Cruzeiro
",,2.94,0,1,2,1
23/12/2020,12:30,"Sambenedettese - Virtus Verona
",,3.12,0,0,1,0
23/12/2020,14:30,"Constantine - USM Alger
",,2.87,1,0,2,1
23/12/2020,22:00,"Alaves - Eibar
",,3,2,1,2,1
24/12/2020,00:30,"Barnechea - San Luis
",,3.05,1,0,2,0
24/12/2020,14:15,"Sanat Naft - Tractor
",,2.51,1,1,2,1
24/12/2020,18:30,"Wadi Degla - Smouha
",,2.7,1,1,1,2
25/12/2020,13:30,"Aswan SC - El Gouna
",,2.94,0,0,0,1
25/12/2020,16:00,"Ghazl El Mahallah - El Gaish
",,2.75,1,1,2,1
25/12/2020,17:30,"Moghreb Tetouan - Youssoufia Berrechid
",,2.73,0,0,0,0
26/12/2020,14:00,"Scunthorpe - Mansfield
",,3.17,1,2,2,3
26/12/2020,15:30,"Rapide Oued Zem - FAR Rabat
",,2.85,0,0,0,0
26/12/2020,19:30,"Maghreb Fez - Wydad
",,2.96,0,1,0,1
27/12/2020,01:00,"Brusque - Vila Nova FC
",,3.04,0,0,0,0
27/12/2020,12:30,"Reggiana - Reggina
",,3.13,0,0,0,1
27/12/2020,15:00,"Oran - Relizane
",,3.07,1,0,1,0
27/12/2020,18:00,"Brescia - Empoli
",,3.3,1,2,1,3
27/12/2020,19:30,"Mouloudia Oujda - Berkane
",,2.71,0,0,0,1
27/12/2020,21:10,"Ituzaingo - Berazategui
",,3.06,0,0,1,0
28/12/2020,16:00,"Smouha - Zamalek
",,2.96,0,2,0,2
28/12/2020,21:00,"Brasil de Pelotas - Confianca
",,2.77,1,0,1,0
29/12/2020,01:30,"Colon Santa FE - Banfield
",,3.14,1,0,1,2
29/12/2020,14:30,"Deportes Temuco - Magallanes
",,3.06,0,0,1,1
29/12/2020,18:30,"Birmingham - Derby
",,2.97,0,3,0,4
29/12/2020,19:45,"Moreirense - Santa Clara
",,2.89,0,0,1,0
29/12/2020,21:30,"Cadiz CF - Valladolid
",,2.96,0,0,0,0
30/12/2020,13:30,"El Gouna - Misr Lel Makkasa
",,2.88,1,0,1,0
30/12/2020,15:00,"Reggina - Cremonese
",,3.04,1,0,1,0
30/12/2020,18:30,"Nes Tziona - Hap. Ramat Gan
",,2.91,0,0,0,0
30/12/2020,21:10,"El Porvenir - Excursionistas
",,2.93,0,0,0,1
31/12/2020,14:00,"Monastir - Bizertin
",,3.24,1,1,2,2
31/12/2020,16:15,"Osasuna - Alaves
",,3.23,0,0,1,1
